Company Name,Tradestyle,Address Line 1,City,Province,Postal Code,Country,Phone,URL,Revenue (USD),Employees (Single Site),Employees (Blended Sites),Business Description,Ownership Type,Entity Type,Parent Company,Parent Country,Ultimate Parent Company,Ultimate Parent Country,D&B Hoovers Industry,NAICS 2012 Code,NAICS 2012 Description,Import/Export Status,Manufacturing Status
Lamb Real Estate Limited,,30 Wright Cres Suite 53,Kingston,Ontario,K7L 4T9,Canada,613-546-3481,,,1,1,"Lamb Real Estate Limited is primarily engaged in providing one or more of a wide variety of individual and family social, counseling, welfare, or referral services, including refugee, disaster, and temporary relief services. This industry includes offices of specialists providing counseling, referral, and other social services.",Private,Independent,,,,,Social and Rehabilitation Services,624190,Other Individual and Family Services,,
"Lambert, Mark Auto Sales",,1478 Unity Rd,Glenburnie,Ontario,K0H 1S0,Canada,613-530-3513,http://www.lambertautosales.com,"270,093.86",1,1,"Lambert, Mark Auto Sales is primarily engaged in the retail sale of used cars only, with no sales of new automobiles. These establishments also frequently sell used pickups and vans at retail.",Private,Independent,,,,,Motor Vehicle and Parts Dealers,441120,Used Car Dealers,,
Laminart Ltd,,589 Teal Crt,Kingston,Ontario,K7M 8Z5,Canada,613-544-0041,,"250,086.90",3,3,"Laminart Ltd is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair.",Private,Independent,,,,,Industrial Machinery Repair and Maintenance,811490,Other Personal and Household Goods Repair and Maintenance,,
Lamontagne Geophysics Limited,,20 Binnington Crt,Kingston,Ontario,K7M 8S3,Canada,613-531-9950,http://www.lamontagnegeophysics.com,"1,200,417.20",9,9,"Lamontagne Geophysics Limited is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,Both Imports & Exports,TRUE
Lan Nail Spa Inc,,546 Bath Rd Unit 4,Kingston,Ontario,K7M 2Y3,Canada,613-766-1551,,,5,5,"Lan Nail Spa Inc is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry.",Private,Independent,,,,,Personal Care Services,812113,Nail Salons,,
Land & Spirit Adventures Inc,,110 Seaforth Rd,Kingston,Ontario,K7M 1E2,Canada,,,,,,Nonclassifiable establishments,Private,Independent,,,,,Nonclassifiable Establishments,9999,Nonclassifiable Establishments,,
"Landings Golf & Teaching Centre, The",,1025 Len Birchall Way,Kingston,Ontario,K7M 8Z9,Canada,613-634-7888,http://www.thelandings.ca,"782,940.98",25,25,"Landings Golf & Teaching Centre, The is primarily engaged in the operation of golf courses open to the general public on a contract or fee basis.",Private,Independent,,,,,Golf Courses and Country Clubs,713910,Golf Courses and Country Clubs,,
Landmark Cinemas of Canada Inc,,120 Dalton Ave,Kingston,Ontario,K7K 0C3,Canada,613-547-7887,http://www.landmarkcinemas.com,,1,1,Landmark Cinemas of Canada Inc is a commercially operated theater primarily engaged in the indoor exhibition of motion pictures.,Private,Branch,Landmark Cinemas of Canada Inc,Canada,Landmark Cinemas of Canada Inc,Canada,Movies,512131,Motion Picture Theaters (except Drive-Ins),,
"Langley, Dr Hugh Gregory",,370 Select Dr,Kingston,Ontario,K7M 8T4,Canada,613-536-3057,,"83,028.845",1,1,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
Lanh Mobile Marine Services,,49 Montreal St,Kingston,Ontario,K7K 3E7,Canada,613-547-9714,,"82,028.501",1,1,"Lanh Mobile Marine Services is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair.",Private,Independent,,,,,Industrial Machinery Repair and Maintenance,811412,Appliance Repair and Maintenance,,
Lanthier Bakery Ltd,Boulangerie Lanthier,192 Hickson Ave,Kingston,Ontario,K7K 2N9,Canada,613-548-4818,,,8,8,"Lanthier Bakery Ltd is primarily engaged in the wholesale distribution of soft drinks, and in bottling and distributing natural spring and mineral waters, are classified in this industry.",Private,Branch,Lanthier Bakery Ltd,Canada,Cie De Gestion Lanthier Ltée,Canada,Grocery Wholesale,424490,Other Grocery and Related Products Merchant Wholesalers,,
"Lapointe, Richer Fine Woodworking & Cabinetry",,128 Duff St,Kingston,Ontario,K7K 2L5,Canada,613-545-9567,,"150,052.15",1,1,"Lapointe, Richer Fine Woodworking & Cabinetry is primarily engaged in the retail sale of household furniture. These stores may also sell home furnishings, major appliances, and floor coverings.",Private,Independent,,,,,Home Furnishings Retail,442110,Furniture Stores,,
LaPointe's Tile,,92 Butler St,Kingston,Ontario,K7K 5A4,Canada,613-544-8775,,"670,232.89",5,5,"LaPointe's Tile is a special trade contractor primarily engaged in  setting and installing ceramic tile, marble, and mosaic, and in mixing marble particles and cement to make terrazzo at the site of construction.",Private,Independent,,,,,Specialty Construction Trade Contractors,238340,Tile and Terrazzo Contractors,,
"Lappan, Robert J Excavating",,45 Lappans Lane,Kingston,Ontario,K7K 6Y8,Canada,613-542-2495,http://www.lappanexcavating.com,"100,034.76",1,1,"Lappan, Robert J Excavating is a special trade contractor primarily engaged in  excavation work and digging foundations, including digging and loading. Contractors in this industry may also perform incidental concrete work.",Private,Independent,,,,,Specialty Construction Trade Contractors,238910,Site Preparation Contractors,,
"Larabie, Dr L C",,797 Princess St Suite 207,Kingston,Ontario,K7L 1G1,Canada,613-544-8391,http://www.lclarabie.ca,"410,142.48",5,5,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
Larmon's Lawn,,3806 Battersea Rd,Inverary,Ontario,K0H 1X0,Canada,,,"83,028.845",1,1,Larmon's Lawn is primarily engaged in performing a variety of lawn and garden services.,Private,Independent,,,,,Building and Dwelling Services,561730,Landscaping Services,,
Larmon's Lawn Care,,260 Mount Chesney Rd,Inverary,Ontario,K0H 1X0,Canada,613-546-9521,,"83,028.845",1,1,Larmon's Lawn Care is primarily engaged in performing a variety of lawn and garden services.,Private,Independent,,,,,Building and Dwelling Services,561730,Landscaping Services,,
Larny Holdings Limited,Quickie Convenience Store,16 Bath Rd,Kingston,Ontario,K7L 1C4,Canada,,http://www.quickiestores.com,,5,5,"Larny Holdings Limited is a supermarket/grocery store, primarily engaged in the retail sale of all sorts of canned foods and dry goods, such as tea, coffee, spices, sugar, and flour; fresh fruits and vegetables; and fresh and prepared meats, fish, and poultry.",Private,Branch,Larny Holdings Limited,Canada,Larny Holdings Limited,Canada,Grocery Stores,445120,Convenience Stores,,
"Larochelle Group Corporation, The",Larochelle Drywall,1135 Clyde Crt Suite 5,Kingston,Ontario,K7P 2E4,Canada,613-389-2893,http://www.khba.ca,"930,323.24",8,8,"Larochelle Group Corporation, The is a special trade contractor primarily engaged in  applying plain or ornamental plaster, including the installation of lathing and other appurtenances to receive plaster, or in drywall, acoustical, and building insulation work.",Private,Independent,,,,,Specialty Construction Trade Contractors,238310,Drywall and Insulation Contractors,,
Larry M Mack,,1713 Thorpe Rd,Odessa,Ontario,K0H 2H0,Canada,613-386-3356,,"190,066.04",2,2,"Larry M Mack is primarily engaged in the production or feeding of beef cattle, except feedlots.",Private,Independent,,,,,Crop and Animal Production,112111,Beef Cattle Ranching and Farming,,
Larry's Defensive Driving School Inc,Driveable Kingston,11 Princess St Suite 101,Kingston,Ontario,K7L 1A1,Canada,613-544-0034,http://www.larrysdrivingschool.com,"220,076.46",3,3,"Larry's Defensive Driving School Inc is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling.",Private,Independent,,,,,Miscellaneous Educational Services,611699,All Other Miscellaneous Schools and Instruction,,
Larry's Transmission Service,,159 Lappans Lane,Kingston,Ontario,K7K 6Y8,Canada,613-546-0840,,"100,034.76",1,1,"Larry's Transmission Service is primarily engaged in the installation, repair, or sales and installation of automotive transmissions. The sale of transmissions and related parts is considered incidental to the installation or repair of these products.",Private,Independent,,,,,Motor Vehicle Repair and Maintenance,811113,Automotive Transmission Repair,,
Larson Construction,,1300 Brass Dr,Kingston,Ontario,K7M 3M3,Canada,,,"2,000,695.20",10,10,"Larson Construction is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses.",Private,Independent,,,,,Residential and Commercial Building Construction,236115,New Single-Family Housing Construction (except For-Sale Builders),,
LaSalle Auto Body Limited,,680 Development Dr,Kingston,Ontario,K7M 4W7,Canada,613-389-4949,,"800,278.07",8,8,LaSalle Auto Body Limited is primarily engaged in general automotive repair.,Private,Independent,,,,,Motor Vehicle Repair and Maintenance,811111,General Automotive Repair,,
Lasalle Electric Contractors,,Gd Lcd Main,Kingston,Ontario,K7L 4V5,Canada,613-561-5607,,"120,041.71",1,1,Lasalle Electric Contractors is a special trade contractor primarily engaged in  electrical work at the site.,Private,Independent,,,,,Specialty Construction Trade Contractors,238210,Electrical Contractors and Other Wiring Installation Contractors,,
Lasalle Express (Shell) Inc,,841 Highway 15,Kingston,Ontario,K7L 4V3,Canada,613-530-2040,,"190,066.04",1,1,"Lasalle Express (Shell) Inc is a gasoline service station primarily engaged in selling gasoline and lubricating oils. They also sell other merchandise, such as tires, batteries, and other automobile parts, or perform minor repair work.",Private,Independent,,,,,Gasoline Stations and Fuel Dealers,447190,Other Gasoline Stations,,
Lasalle Motel Co Kingston Ltd,Travel Lodge Hotel,2360 Princess St,Kingston,Ontario,K7M 3G4,Canada,613-546-4233,,"3,301,147",55,55,"Commercial establishments, known to the public as hotels, motor hotels, motels, or tourist courts, primarily engaged in providing lodging, or lodging and meals, for the general public. Hotels which are operated by membership organizations and open to the general public are included in this industry.",Private,Independent,,,,,Hotels and Accommodation,721110,Hotels (except Casino Hotels) and Motels,,
LaSalle Plaza Restaurant,,1679 Bath Rd,Kingston,Ontario,K7M 4X2,Canada,613-389-6660,,"230,079.95",5,5,LaSalle Plaza Restaurant is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
"Lasher, Glen Home Comfort",,1673 Sharpe Rd,Odessa,Ontario,K0H 2H0,Canada,613-386-7248,,"860,298.93",3,3,"Lasher, Glen Home Comfort is primarily engaged in the retail sale of fuel oil.",Private,Independent,,,,,Gasoline Stations and Fuel Dealers,454310,Fuel Dealers,,
Lasik Md,,100 Princess St,Kingston,Ontario,K7L 1A7,Canada,613-531-3337,,"83,028.845",1,1,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
Lasting Impression Lan,,909 Norwest Rd Suite 829,Kingston,Ontario,K7P 2N3,Canada,613-561-0720,http://www.lastingimpressionlandscaping.ca,,,,Nonclassifiable establishments,Private,Independent,,,,,Nonclassifiable Establishments,9999,Nonclassifiable Establishments,,
Lasting Memories,,2803 Princess St,Kingston,Ontario,K7P 2X1,Canada,613-384-6354,,"75,026.073",1,1,"Lasting Memories is primarily engaged in the retail sale of toys, games, and hobby and craft kits and supplies.",Private,Independent,,,,,Sporting Goods and Recreation Stores,451120,"Hobby, Toy, and Game Stores",,
Lasting Memories Bridal Wear,,990 Killarney Cres,Kingston,Ontario,K7M 8C7,Canada,,,,1,1,"Lasting Memories Bridal Wear is primarily engaged in the retail sale of a general line of women's ready-to-wear clothing. This also includes the specialized retail sale of women's coats, suits, and dresses.",Private,Independent,,,,,Clothing and Apparel Stores,448120,Women's Clothing Stores,,
Lasting Memories Monuments,,2563 Division St,Kingston,Ontario,K7K 1G2,Canada,613-549-3057,,"640,222.43",5,5,"Lasting Memories Monuments is primarily engaged in the retail sale of specialized lines of merchandise, not elsewhere classified, such as artists' supplies; orthopedic and artificial limbs; rubber stamps; pets; religious goods; and monuments and tombstones.",Private,Independent,,,,,Miscellaneous Store Retailers,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),,
"Latimer, Dr B.",,190 Wellington St,Kingston,Ontario,K7L 3E4,Canada,613-541-3922,,"83,028.845",1,1,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
Latimer's Equipment Repairs,,3062 Railton Rd,Harrowsmith,Ontario,K0H 1V0,Canada,613-376-6306,,,1,1,"Latimer's Equipment Repairs is primarily engaged in selling trees, shrubs, other plants, seeds, bulbs, mulches, soil conditioners, fertilizers, pesticides, garden tools, and other garden supplies to the general public. These establishments primarily sell products purchased from others, but may sell some plants which they grow themselves.",Private,Independent,,,,,Home and Garden Retail,444220,"Nursery, Garden Center, and Farm Supply Stores",,
Lau For Shing,,31 Carruthers Ave,Kingston,Ontario,K7L 1M1,Canada,,,"110,038.23",1,1,"Lau For Shing is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,,
Laundry,,293 Princess St,Kingston,Ontario,K7L 1B4,Canada,613-767-1312,,"83,028.845",1,1,"Laundry is primarily engaged in supplying laundered or drycleaned industrial work uniforms and related work clothing, such as protective apparel (flame and heat resistant) and clean room apparel; laundered mats and rugs; dust control items, such as treated mops, rugs, mats, dust tool covers, and cloths; laundered wiping towels; and other selected items to industrial, commercial, and government users. These items may belong to the industrial launderer and be supplied to users on a rental basis, or they may be the customers' own goods. Establishments included in this industry may or may not operate their own laundry or drycleaning facilities.",Private,Independent,,,,,Laundry Services,812332,Industrial Launderers,,
Laurie'z Layerz,,1693 Bath Rd,Kingston,Ontario,K7M 4X1,Canada,,,"27,009.385",1,1,"Laurie'z Layerz is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry.",Private,Independent,,,,,Personal Care Services,812112,Beauty Salons,,
Laurrie's Alterations,,506 Days Rd Suite 5,Kingston,Ontario,K7M 5R4,Canada,613-389-5432,,"43,014.947",1,1,"Laurrie's Alterations is primarily engaged in furnishing laundry and garment services, not elsewhere classified, such as the repair, alteration, and storage of clothes for individuals and for the operation of hand laundries.",Private,Independent,,,,,Laundry Services,811490,Other Personal and Household Goods Repair and Maintenance,,
"Lavin- Moss, Dr Virginia",,9 Stuart St,Kingston,Ontario,K7L 2V4,Canada,613-548-1880,,"66,022.94",1,1,"Establishments of health practitioners engaged in the practice of health fields, not elsewhere classified. Practitioners may or may not be licensed or certified, depending on the State in which they practice. Establishments operating as clinics of health practitioners, not elsewhere classified, are included in this industry.",Private,Independent,,,,,Physicians and Health Practitioners,621330,Offices of Mental Health Practitioners (except Physicians),,
Law C And G,,471 Cataraqui Woods Dr,Kingston,Ontario,K7P 0E6,Canada,613-545-4133,,"110,038.23",1,1,Establishments which are headed by members of the bar and are primarily engaged in offering legal advice or services.,Private,Independent,,,,,Legal Services,541110,Offices of Lawyers,,
Lawless Design,,869 Danbury Rd,Kingston,Ontario,K7M 6G7,Canada,613-634-0788,,"79,027.459",1,1,"Lawless Design is primarily engaged in the retail sale of specialized lines of apparel and accessories, not elsewhere classified, such as uniforms, bathing suits, raincoats, riding apparel, sports apparel, umbrellas, wigs, and toupees. This industry also includes custom tailors primarily engaged in making and selling men's and women's clothing, except fur apparel.",Private,Independent,,,,,Clothing and Apparel Stores,448190,Other Clothing Stores,,
Lawn Care By Felix,,35 Folger St,Kingston,Ontario,K7K 4Y7,Canada,613-544-9900,,"83,028.845",1,1,Lawn Care By Felix is primarily engaged in performing a variety of lawn and garden services.,Private,Independent,,,,,Building and Dwelling Services,561730,Landscaping Services,,
"Lawn Doctor, The",,176 The Parkway,Kingston,Ontario,K7M 7E5,Canada,613-531-1535,,,,,Nonclassifiable establishments,Private,Independent,,,,,Nonclassifiable Establishments,9999,Nonclassifiable Establishments,,
"Layfield, Duane General Carpentry",,3961 Howes Rd,Odessa,Ontario,K0H 2H0,Canada,613-384-3005,,"200,069.52",2,2,"Layfield, Duane General Carpentry is a special trade contractor primarily engaged in  carpentry work. They are involved in building and installing cabinets at the job site are classified in this industry.",Private,Independent,,,,,Specialty Construction Trade Contractors,238130,Framing Contractors,,
Lazard & Assoc,,556 O'Connor Dr,Kingston,Ontario,K7P 1N3,Canada,613-384-7577,,,5,5,"Lazard & Assoc is primarily engaged in providing personal services, not elsewhere classified.",Private,Independent,,,,,Miscellaneous Personal Services,812990,All Other Personal Services,,
LCI Lasercom Clinics International Inc,Kingston Laser & Cosmetic Clinic,863 Norwest Rd Unit 1,Kingston,Ontario,K7P 2N2,Canada,613-384-4200,,,9,9,"LCI Lasercom Clinics International Inc is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry.",Private,Branch,LCI Lasercom Clinics International Inc,Canada,LCI Lasercom Clinics International Inc,Canada,Personal Care Services,812112,Beauty Salons,,
Lcj'S Photography Studio,,448 Conservatory Dr,Kingston,Ontario,K7M 9C7,Canada,613-888-9214,http://www.lcjsphotographystudio.com,"55,019.114",1,1,Lcj'S Photography Studio is primarily engaged in still or video portrait photography for the general public.,Private,Independent,,,,,Photographic Services,541921,"Photography Studios, Portrait",,
LCVI Childcare Center,,153 Van Order Dr,Kingston,Ontario,K7M 1B9,Canada,613-545-1759,,,1,1,"LCVI Childcare Center is primarily engaged in the care of infants or children, or in providing pre-kindergarten education, where medical care or delinquency correction is not a major element. These establishments may or may not have substantial educational programs. These establishments generally care for pre-kindergarten or preschool children, but may care for older children when they are not in school.",Private,Independent,,,,,Child Day Care Services,624410,Child Day Care Services,,
Le Château Inc,,945 Gardiners Rd,Kingston,Ontario,K7M 7H4,Canada,613-389-3544,http://www.lechateau.com,,10,10,"Le Château Inc is primarily engaged in the retail sale of clothing, furnishings, and accessories for men, women, and children, without specializing in sales for an individual sex or age group.",Private,Branch,Le Château Inc,Canada,Le Château Inc,Canada,Clothing and Apparel Stores,448140,Family Clothing Stores,,
"Leacy, Dr James W B",,797 Princess St Suite 414,Kingston,Ontario,K7L 1G1,Canada,,,"250,086.90",3,3,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
Leader Electronics,,668 Melrose St,Kingston,Ontario,K7M 9G8,Canada,,,"53,018.421",1,1,"Leader Electronics is primarily engaged in the repair of electrical and electronic equipment, not elsewhere classified, such as electrical household appliances and electrical and electronic industrial equipment.",Private,Independent,,,,,Appliance Repair and Maintenance,811219,Other Electronic and Precision Equipment Repair and Maintenance,,
Leader School Inc,,741 Tanner Dr,Kingston,Ontario,K7M 9G7,Canada,613-539-3195,http://www.leaderschool.ca,,,,Nonclassifiable establishments,Private,Independent,,,,,Nonclassifiable Establishments,9999,Nonclassifiable Establishments,,
Leading Hands Of Canada,,61 Casterton Ave,Kingston,Ontario,K7M 1R7,Canada,613-507-6539,,,1,1,"Leading Hands Of Canada is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling.",Private,Independent,,,,,Miscellaneous Educational Services,611630,Language Schools,,
"Leahurst Charitable Foundation, The",,83 College St,Kingston,Ontario,K7L 4L5,Canada,,,,2,2,"Leahurst Charitable Foundation, The is a membership organization, not elsewhere classified.",Private,Independent,,,,,Associations and Organizations,813410,Civic and Social Organizations,,
Lean Advisors Canada Inc,,5 Gore St Suite 202,Kingston,Ontario,K7L 0A1,Canada,,,,,,Nonclassifiable establishments,Private,Independent,,,,,Nonclassifiable Establishments,9999,Nonclassifiable Establishments,,
Learning Brick,,700 Progress Ave,Kingston,Ontario,K7M 4W9,Canada,613-634-8126,http://www.learningbrick.com,,,,Nonclassifiable establishments,Private,Independent,,,,,Nonclassifiable Establishments,9999,Nonclassifiable Establishments,,
Learning Disabilities Association Of Ontario,Learning Disabilities Association of Kingston,417 Bagot St,Kingston,Ontario,K7K 3C1,Canada,,http://www.ldao.ca,,2,2,"Learning Disabilities Association Of Ontario is a membership organization, not elsewhere classified.",Private,Branch,Learning Disabilities Association Of Ontario,Canada,Learning Disabilities Association Of Ontario,Canada,Associations and Organizations,813410,Civic and Social Organizations,,
Learningatloyola,,158 Patrick St,Kingston,Ontario,K7K 3P5,Canada,613-544-8883,http://www.learningatloyola.ca,"100,034.76",1,1,"Learningatloyola is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Private,Independent,,,,,Miscellaneous Professional Services,561499,All Other Business Support Services,,
Leclair Hyett Designs,,4 Cataraqui St Suite 4,Kingston,Ontario,K7K 1Z7,Canada,613-531-8155,http://www.leclair-hyett.com,"100,034.76",1,1,"Leclair Hyett Designs is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Private,Independent,,,,,Miscellaneous Professional Services,541410,Interior Design Services,,
Ledgecroft Farms Inc,,354 Back St,Seeleys Bay,Ontario,K0H 2N0,Canada,613-387-3503,,"570,198.12",4,4,Ledgecroft Farms Inc is primarily engaged in the production of cows' milk and other dairy products and in raising dairy heifer replacements. Such farms may process and bottle milk on the farm and sell at wholesale or retail.,Private,Independent,,,,,Crop and Animal Production,112120,Dairy Cattle and Milk Production,,
Leduc Electrical Services,,3046 Sydenham Rd,Elginburg,Ontario,K0H 1M0,Canada,613-561-9104,http://www.leducelectrical.ca,"120,041.71",1,1,Leduc Electrical Services is a special trade contractor primarily engaged in  electrical work at the site.,Private,Independent,,,,,Specialty Construction Trade Contractors,238210,Electrical Contractors and Other Wiring Installation Contractors,,
Lee Valley Tools Ltd,,616 Gardiners Rd Unit 7,Kingston,Ontario,K7M 9B8,Canada,613-634-4400,http://www.leevalley.com,,1,1,"Lee Valley Tools Ltd is primarily engaged in the retail sale of a number of basic hardware lines, such as tools, builders' hardware, paint and glass, housewares and household appliances, and cutlery.",Private,Branch,Lee Valley Tools Ltd,Canada,Lee Valley Holdings Limited,Canada,Home and Garden Retail,444130,Hardware Stores,,
"Lee, Dr Peter J Dds",,1300 Bath Rd Suite 8,Kingston,Ontario,K7M 4X4,Canada,613-544-4423,http://www.centennialoms.com,"230,079.95",3,3,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry.",Private,Independent,,,,,Dentists,621210,Offices of Dentists,,
Leeuwarden Condo,,350 Wellington St,Kingston,Ontario,K7K 7J7,Canada,613-536-5050,http://www.condosourcekingston.com,"110,038.23",1,1,Leeuwarden Condo is primarily engaged in the operation of apartment buildings. Apartment buildings are defined as containing five or more housing units.,Private,Independent,,,,,Residential Real Estate Leasing,531110,Lessors of Residential Buildings and Dwellings,,
"Lefebvre, Dr Paul",,1006 Princess St,Kingston,Ontario,K7L 1H2,Canada,613-542-3551,http://www.limestonecitydental.com,,3,3,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry.",Private,Independent,,,,,Dentists,621210,Offices of Dentists,,
Legal Aid Ontario,Kingston Duty Counsel (Criminal),279 Wellington St,Kingston,Ontario,K7K 6E1,Canada,613-531-0504,http://www.legalaid.on.ca,,1,1,Establishments which are headed by members of the bar and are primarily engaged in offering legal advice or services.,Private,Branch,Legal Aid Ontario,Canada,Legal Aid Ontario,Canada,Legal Services,541110,Offices of Lawyers,,
Legal Aid Ontario,Kingston Duty Counsel (Family),469 Montreal St,Kingston,Ontario,K7K 3H9,Canada,613-531-7888,http://www.legalaid.on.ca,,1,1,Establishments which are headed by members of the bar and are primarily engaged in offering legal advice or services.,Private,Branch,Legal Aid Ontario,Canada,Legal Aid Ontario,Canada,Legal Services,541110,Offices of Lawyers,,
Legal Aid Ontario,Kingston Community Legal Clinic,345 Bagot St,Kingston,Ontario,K7K 6T8,Canada,613-541-0777,http://www.legalaid.on.ca,,1,1,Establishments which are headed by members of the bar and are primarily engaged in offering legal advice or services.,Private,Branch,Legal Aid Ontario,Canada,Legal Aid Ontario,Canada,Legal Services,541110,Offices of Lawyers,,
Legal Aid Ontario,,507 Princess St,Kingston,Ontario,K7L 1C6,Canada,416-979-1446,http://www.legalaid.on.ca,,4,4,Establishments which are headed by members of the bar and are primarily engaged in offering legal advice or services.,Private,Branch,Legal Aid Ontario,Canada,Legal Aid Ontario,Canada,Legal Services,541110,Offices of Lawyers,,
"Legnini, Dr Veronica Marie",,496 Discovery Ave Unit 10,Kingston,Ontario,K7K 7E9,Canada,613-507-7003,,"83,028.845",1,1,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
Leighton Arbitrations,,Gd Lcd Main,Kingston,Ontario,K7L 4V5,Canada,613-389-9031,http://www.leightonarbitrations.com,"300,104.29",3,3,"Leighton Arbitrations is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Private,Independent,,,,,Miscellaneous Professional Services,541990,"All Other Professional, Scientific, and Technical Services",,
Leighton Lands Ltd,,817 Blackburn Mews,Kingston,Ontario,K7P 2N6,Canada,613-542-7522,,"2,700,938.50",6,6,"Leighton Lands Ltd is primarily engaged in subdividing real property into lots, except cemetery lots, and in developing it for resale on their own account.",Private,Independent,,,,,Civil Engineering,237210,Land Subdivision,,
Leisa's School of Dance,,31 Steve Fonyo Dr Suite 102,Kingston,Ontario,K7M 8P1,Canada,613-544-4481,http://www.leisas.ca,"24,008.341",1,1,"Leisa's School of Dance is primarily engaged in operating dance studios, schools, and public dance halls or ballrooms.",Private,Independent,,,,,Miscellaneous Educational Services,611610,Fine Arts Schools,,
Leisure Days RV Centre,,485 O'Connor Dr,Kingston,Ontario,K7P 1J9,Canada,613-384-5777,http://www.leisuredays.ca,"82,028.501",1,1,"Leisure Days RV Centre is primarily engaged in specialized repair services, not elsewhere classified, such as bicycle repair; leather goods repair; lock and gun repair, including the making of lock parts or gun parts to individual order; musical instrument repair; septic tank cleaning; farm machinery repair; furnace cleaning; motorcycle repair; tank truck cleaning; taxidermists; tractor repair; and typewriter repair.",Private,Independent,,,,,Industrial Machinery Repair and Maintenance,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,,
