Company Name,Address Line 1,Postal Code,Phone,URL,Revenue (USD),Business Description
Kitcheneering Design Studio Inc,699 Gardiners Rd,K7M 3Y4,613-384-6302,http://www.kitcheneeringdesign.ca,200069.52,"Kitcheneering Design Studio Inc is primarily engaged in the retail sale of electric and gas refrigerators, stoves, and other household appliances, such as electric irons, percolators, hot plates, and vacuum cleaners. Many such stores also sell radio and television sets. Retail stores operated by public utility companies and primarily engaged in the sale of electric and gas appliances for household use are classified in this industry."
Yesterdays,347 Princess St,K7L 1B7,,,200069.52,"Yesterdays is primarily engaged in the retail sale of alcoholic drinks, such as beer, ale, wine, and liquor, for consumption on the premises. The sale of food frequently accounts for a substantial portion of the receipts of these establishments."
Shannon's Garage,2429 Perth Rd,K0H 1S0,613-549-1516,,200069.52,Shannon's Garage is primarily engaged in general automotive repair.
Epirus Automotive Limited,2856 Princess St,K7P 0K3,613-389-5981,,200069.52,Epirus Automotive Limited is primarily engaged in general automotive repair.
Curry Original,2786 Princess St Suite A,K7P 1W9,613-384-5542,http://www.curryoriginal.ca,200069.52,Curry Original is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
548710 Ontario Limited,1065 Lancaster Dr,K7P 2L6,,,200069.52,"548710 Ontario Limited is a special trade contractor primarily engaged in  excavation work and digging foundations, including digging and loading. Contractors in this industry may also perform incidental concrete work."
Kaye Healey Homes,127 Charles St,K7K 1V8,613-544-1744,http://www.efrykingston.ca,200069.52,"Kaye Healey Homes is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
548935 Ontario Limited,556 O'Connor Dr,K7P 1N3,613-389-9038,,200069.52,"548935 Ontario Limited is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
Mekong Restaurant Inc,394 Princess St Suite 2,K7L 5N3,613-549-5902,http://www.mekongkingston.com,200069.52,Mekong Restaurant Inc is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
1364071 Ontario Inc,749 Gardiners Rd,K7M 3Y5,613-384-3688,,200069.52,"1364071 Ontario Inc is primarily engaged in the retail sale of specialized foods, not elsewhere classified, such as eggs, poultry, health foods, spices, herbs, coffee, and tea. The poultry stores may sell live poultry, slaughter and clean poultry for their own account, and sell dressed fowls, or sell fowls cleaned and dressed by others."
"Briscoe, Dr Maureen P",800 Princess St Suite 208,K7L 5E4,613-549-2611,,200069.52,"Establishments of health practitioners engaged in the practice of health fields, not elsewhere classified. Practitioners may or may not be licensed or certified, depending on the State in which they practice. Establishments operating as clinics of health practitioners, not elsewhere classified, are included in this industry."
Kingston Yoga Center,11 Livingston Ave,K7L 4L1,613-453-8811,,200069.52,"Kingston Yoga Center is primarily engaged in the operation of sports, amusement, and recreation services, not elsewhere classified, such as bathing beaches, swimming pools, riding academies and schools, carnival operation, exposition operation, horse shows, picnic grounds operation, rental of rowboats and canoes, and shooting galleries."
6707882 Canada Inc,348 Bagot St Suite 103,K7K 3B7,613-530-3800,http://www.bmdodo.com,200069.52,"6707882 Canada Inc is primarily engaged in providing commercial art or graphic design services for advertising agencies, publishers, and other business and industrial users."
Britannia Construction Design,20 Helen St,K7L 4N9,613-985-1181,,200069.52,"Britannia Construction Design is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
A-1 Grout & Tile Repair,2791 Battersea,K0H 1S0,613-384-7841,,200069.52,"A-1 Grout & Tile Repair is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
681143 Ontario Limited,671 Montreal St,K7K 3J3,613-542-2157,,200069.52,681143 Ontario Limited is a special trade contractor primarily engaged in  carpentry work. They are involved in building and installing cabinets at the job site are classified in this industry.
A-1 Car Care Centre,314 Montreal St Suite 312,K7K 3H3,613-546-1214,,200069.52,A-1 Car Care Centre is primarily engaged in general automotive repair.
Ahoy Rentals Ltd,23 Ontario St,K7L 2Y2,613-549-4277,http://www.ahoyrentals.com,200069.52,"Ahoy Rentals Ltd is primarily engaged in the operation of sports, amusement, and recreation services, not elsewhere classified, such as bathing beaches, swimming pools, riding academies and schools, carnival operation, exposition operation, horse shows, picnic grounds operation, rental of rowboats and canoes, and shooting galleries."
Curry Village Indian Restaurant Inc,169A Princess St,K7L 1A9,613-542-5010,,200069.52,Curry Village Indian Restaurant Inc is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
New Henry's Restaurant,213 Montreal St,K7K 3G6,,,200069.52,New Henry's Restaurant is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Auto Glass Plus,746 Development Dr,K7M 4W8,613-547-4934,http://www.autoglasspluss.com,200069.52,"Auto Glass Plus is primarily engaged in the installation, repair, or sales and installation of automotive glass. The sale of the glass is considered incidental to the replacement."
Brookland Fine Homes,817 Blackburn Mews,K7P 2N6,613-542-9393,http://www.brookland.ca,200069.52,"Brookland Fine Homes is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
D & M Mechanical Sales,1136 Clyde Crt Suite B,K7P 2E4,613-384-7084,http://www.dandmsales.ca,200069.52,"D & M Mechanical Sales is primarily engaged in the retail sale of specialized lines of merchandise, not elsewhere classified, such as artists' supplies; orthopedic and artificial limbs; rubber stamps; pets; religious goods; and monuments and tombstones."
As Seen on Tv,2798 Princess St,K7P 1W9,,,200069.52,"As Seen on Tv is primarily engaged in the retail sale of electric and gas refrigerators, stoves, and other household appliances, such as electric irons, percolators, hot plates, and vacuum cleaners. Many such stores also sell radio and television sets. Retail stores operated by public utility companies and primarily engaged in the sale of electric and gas appliances for household use are classified in this industry."
"Payne, P. G. Funeral Services Inc",178 Main St,K0H 2H0,,,200069.52,"Payne, P. G. Funeral Services Inc is primarily engaged in preparing the dead for burial, conducting funerals, and cremating the dead."
Mino's Takeout Ltd,340 Barrie St,K7K 3T1,613-545-7770,http://www.minos.ca,200069.52,Mino's Takeout Ltd is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Delicatessie's,1146 Clyde Crt,K7P 2E4,,,200069.52,Delicatessie's is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Inaugural Homes Inc,255 Bagot St,K7L 3G4,613-530-2135,,200069.52,"Inaugural Homes Inc is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
"Hybrid Construction Group Ltd, The",1214 Mcadoo's Lane,K0H 1S0,613-544-8000,,200069.52,"Hybrid Construction Group Ltd, The is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
C J M Blommestyn Construction Ltd,Gd,K0H 1S0,,,200069.52,"C J M Blommestyn Construction Ltd is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
GLM Enterprises Ltd,851 Ashton Pl,K7M 6B2,613-389-1075,,200069.52,"GLM Enterprises Ltd is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
Charette Custom Homes Inc,3156 Lakefield Dr,K0H 1X0,613-653-4663,http://www.charettecustomhomes.com,200069.52,"Charette Custom Homes Inc is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Kingston Chiropractic,2547 Princess St,K7P 2W8,613-384-1044,http://www.chirokingston.com,200069.52,Establishments of licensed practitioners having the degree of D.C. and engaged in the practice of chiropractic medicine. Establishments operating as clinics of chiropractors are included in this industry.
Kingston Chiropractic & Wellness Centre,815 Blackburn Mews,K7P 2N6,613-634-6661,http://www.bartonchiropractic.com,200069.52,Establishments of licensed practitioners having the degree of D.C. and engaged in the practice of chiropractic medicine. Establishments operating as clinics of chiropractors are included in this industry.
Impact Zone Ltd,541 Days Rd,K7M 3R8,613-389-0399,http://www.shakumartialarts.com,200069.52,"Impact Zone Ltd is primarily engaged in the operation of sports, amusement, and recreation services, not elsewhere classified, such as bathing beaches, swimming pools, riding academies and schools, carnival operation, exposition operation, horse shows, picnic grounds operation, rental of rowboats and canoes, and shooting galleries."
Wyrdwright Inc,465 College St,K7L 4M8,613-530-2111,,200069.52,"Wyrdwright Inc is primarily engaged in supplying computer related services, not elsewhere classified. Computer consultants operating on a contract or fee basis are classified in this industry."
"Perry, Ken Masonry Inc",93 Cassidy St,K7K 2P1,613-542-6856,,200069.52,"Perry, Ken Masonry Inc is a special trade contractor primarily engaged in  masonry work, stone setting, and other stone work."
Downton Windows And Doors,825 Danbury Rd,K7M 6G7,613-483-6627,http://www.downtonwindows.com,200069.52,"Downton Windows And Doors is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers."
Pillar to Post Kingston,950 Alpine Crt,K7P 1N8,,,200069.52,"Pillar to Post Kingston is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
Dion Fire Extinguishers Ltd,780 Burnett St Suite 8,K7M 5W3,613-384-7204,http://www.dionfireextinguishers.ca,200069.52,"Dion Fire Extinguishers Ltd is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
Kingston Guitar Shop,95 Clarence St,K7L 1X2,613-531-3390,http://www.coolguitars.ca,200069.52,"Kingston Guitar Shop is primarily engaged in the retail sale of musical instruments, sheet music, and similar supplies."
Tri-City Flooring & Tile,765 Somerset Cres,K7P 1G3,613-572-0052,,200069.52,"Tri-City Flooring & Tile is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Kingston Fleet & Auto Service Limited,566 Cataraqui Woods Dr,K7P 2Y5,613-384-2347,http://www.kingstonfleet.com,200069.52,Kingston Fleet & Auto Service Limited is primarily engaged in general automotive repair.
A C G Contr & Excavating Ltd,1157 Midland Ave,K7P 2X8,613-384-7887,,200069.52,"A C G Contr & Excavating Ltd is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Ginro Construction,946 Cottage Farms Rd,K7L 4V1,,,200069.52,"Ginro Construction is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
1278804 Ontario Inc,946 Woodbine Rd,K7P 2X5,613-372-2367,,200069.52,"1278804 Ontario Inc is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Centennial Engravers & Trophies,2698 Princess St,K7P 2W6,,http://www.centennialengravers.com,200069.52,"Centennial Engravers & Trophies is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
"Wright, Dr Thomas S",811 Blackburn Mews,K7P 2N6,613-384-7432,,200069.52,Establishments of licensed practitioners having the degree of D.C. and engaged in the practice of chiropractic medicine. Establishments operating as clinics of chiropractors are included in this industry.
Central City Automotive,480 Princess St,K7L 1C2,,,200069.52,Central City Automotive is primarily engaged in general automotive repair.
Kingston Mini Fix,72 Fairway Hill Cres,K7M 2B4,,,200069.52,"Kingston Mini Fix is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Housecalls Homer Epairs & Maintenance,2355 Horning Rd,K0H 1M0,,,200069.52,"Housecalls Homer Epairs & Maintenance is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Singer Authorized Dealer,277 Bath Rd,K7M 2X6,,,200069.52,"Singer Authorized Dealer is primarily engaged in the retail sale of electric and gas refrigerators, stoves, and other household appliances, such as electric irons, percolators, hot plates, and vacuum cleaners. Many such stores also sell radio and television sets. Retail stores operated by public utility companies and primarily engaged in the sale of electric and gas appliances for household use are classified in this industry."
Natural Nutrition Wellness Centre,110 Railway St,K7K 2L9,,,200069.52,"Natural Nutrition Wellness Centre is primarily engaged in the retail sale of specialized foods, not elsewhere classified, such as eggs, poultry, health foods, spices, herbs, coffee, and tea. The poultry stores may sell live poultry, slaughter and clean poultry for their own account, and sell dressed fowls, or sell fowls cleaned and dressed by others."
Wine Kitz,2786 Princess St,K7P 1W9,613-384-5207,http://www.winekitzkingston.ca,200069.52,"Wine Kitz is primarily engaged in manufacturing wines, brandy, and brandy spirits. This industry also includes bonded wine cellars which are engaged in blending wines."
MJD Custom Homes,99 Point St. Mark Dr,K7K 6X8,613-544-8426,http://www.mjdcustomhomes.com,200069.52,"MJD Custom Homes is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Steven Black Consulting,57 Kenwoods Cir,K7K 6Y1,613-542-3293,http://www.stevenblack.com,200069.52,"Steven Black Consulting is primarily engaged in supplying computer related services, not elsewhere classified. Computer consultants operating on a contract or fee basis are classified in this industry."
Unifirst Canada Ltd,614 Norris Crt,K7P 2R9,613-344-0015,,200069.52,"Unifirst Canada Ltd is primarily engaged in supplying to commercial establishments or household users, on a rental basis, such laundered items as uniforms, gowns, and coats of the type used by doctors, nurses, barbers, beauticians, and waitresses; and table linens, bed linens, towels and toweling, and similar items. Establishments included in this industry may or may not operate their own laundry facilities."
V I P Chinese Food Inc,526 Princess St,K7L 1C5,613-530-2828,http://www.vipchinesekingston.com,200069.52,V I P Chinese Food Inc is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Cedar Island Sales & Service Ltd,700 Arlington Park Pl,K7M 7N7,613-389-2242,,200069.52,"Cedar Island Sales & Service Ltd is primarily engaged in the wholesale distribution of games, toys, hobby goods and supplies, and related goods, such as fireworks and playing cards."
Step Warmfloor Ont Ltd,610 Norris Crt,K7P 2R9,613-583-7822,,200069.52,"Step Warmfloor Ont Ltd is primarily engaged in the retail sale of specialized lines of merchandise, not elsewhere classified, such as artists' supplies; orthopedic and artificial limbs; rubber stamps; pets; religious goods; and monuments and tombstones."
Stelpstra Homes Corporation,1580 Elizabeth St,K7M 5H9,613-389-9080,,200069.52,"Stelpstra Homes Corporation is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Wishbone Delicatessen,1407 John Counter Blvd Suite 70,K7K 6A9,613-544-5446,http://www.wishbonedeli.ca,200069.52,Wishbone Delicatessen is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
TR Excavating Ltd,231 Phillips St,K7M 3A3,,,200069.52,"TR Excavating Ltd is a special trade contractor primarily engaged in  excavation work and digging foundations, including digging and loading. Contractors in this industry may also perform incidental concrete work."
Chris's Cleaners,169 Norman Rogers Dr,K7M 2R3,613-544-9083,,200069.52,"Chris's Cleaners is primarily engaged in furnishing building cleaning and maintenance services, not elsewhere classified, such as window cleaning, janitorial service, floor waxing, and office cleaning."
A Handyman Services,133 Lakeview Ave,K7M 3T6,,,200069.52,"A Handyman Services is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Kingslake Restorations,4372 Holmes Rd,K0H 1X0,613-353-7005,,200069.52,"Kingslake Restorations is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Starting Line Hobbies,1085 Princess St,K7L 1H3,613-549-2858,,200069.52,"Starting Line Hobbies is primarily engaged in the retail sale of toys, games, and hobby and craft kits and supplies."
David Stone & Associates Limited,1863 Sydenham Rd,K7L 4V4,613-546-0207,http://www.stone-and-associates.com,200069.52,"David Stone & Associates Limited is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
Wok-In Chinese Fast Food Ltd,30 Montreal St,K7K 3E6,613-549-5369,,200069.52,Wok-In Chinese Fast Food Ltd is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Kingston & District Trap & Skeet Club,1250 Italia Lane,K7L 4V4,613-542-9228,,200069.52,"Kingston & District Trap & Skeet Club is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
Nathan Green Carpentry,33 Elmwood St Suite 101,K7M 2Y7,,,200069.52,"Nathan Green Carpentry is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Algorithmic Logic Binary Control,859 Kilburn St,K7M 6A8,613-384-3550,,200069.52,"Algorithmic Logic Binary Control is primarily engaged in supplying computer related services, not elsewhere classified. Computer consultants operating on a contract or fee basis are classified in this industry."
Ubcon Construction Limited,202 Berryton Rd,K0H 2N0,613-561-7797,,200069.52,"Ubcon Construction Limited is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Chong Lee Tae Kwon Do-Kingston Academy,362 Division St,K7K 4A3,,,200069.52,"Chong Lee Tae Kwon Do-Kingston Academy is primarily engaged in the operation of sports, amusement, and recreation services, not elsewhere classified, such as bathing beaches, swimming pools, riding academies and schools, carnival operation, exposition operation, horse shows, picnic grounds operation, rental of rowboats and canoes, and shooting galleries."
Kingston Naturopathic Centre,1080 Princess St,K7L 1H2,613-542-1211,,200069.52,"Establishments of health practitioners engaged in the practice of health fields, not elsewhere classified. Practitioners may or may not be licensed or certified, depending on the State in which they practice. Establishments operating as clinics of health practitioners, not elsewhere classified, are included in this industry."
"Branscombe, Christopher",803 Fairfax Dr,K7M 4V6,,,200069.52,"Branscombe, Christopher is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Donaldson Construction,3565 Sand Hill Rd,K0H 2N0,613-561-7243,,200069.52,"Donaldson Construction is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Mcnally Construction Inc.,140 James St,K7K 1Z4,613-531-0620,,200069.52,"Mcnally Construction Inc. is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
J.C. Sulpher Construction Limited,654 Norris Crt Suite 102,K7P 2R9,613-384-5550,http://www.jcsulpher.com,200069.52,"J.C. Sulpher Construction Limited is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
"Ritchie, Pam Catering & Events",1094 Johnson St,K7M 2N5,,,200069.52,"Ritchie, Pam Catering & Events is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry."
Bella Bistro,4050 Bath Rd,K7M 4Y4,613-634-4050,http://www.bellabistro.ca,200069.52,Bella Bistro is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Rainbow International Kin,4114 Unity Rd,K0H 2H0,613-386-5008,,200069.52,"Rainbow International Kin is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
"Jenkins, A. T. Restorations Contracting Inc",Gd,K0H 1M0,613-353-7262,,200069.52,"Jenkins, A. T. Restorations Contracting Inc is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
J A K K Tuesdays Sports Pub,646 Progress Ave Suite 642,K7M 4W9,613-634-6884,http://www.jakktuesdays.com,200069.52,J A K K Tuesdays Sports Pub is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Becklyn Home Cleaning,655 Arlington Park Pl,K7M 7E4,613-389-0379,,200069.52,"Becklyn Home Cleaning is primarily engaged in furnishing building cleaning and maintenance services, not elsewhere classified, such as window cleaning, janitorial service, floor waxing, and office cleaning."
Energy Kingston Insulation Limited,638 Norris Crt,K7P 2R9,613-389-0155,http://www.energykingston.com,200069.52,Energy Kingston Insulation Limited is a special trade contractor primarily engaged in  carpentry work. They are involved in building and installing cabinets at the job site are classified in this industry.
2-4-1 Pizza,294 Princess St,K7L 1B5,613-547-0241,,200069.52,2-4-1 Pizza is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Jim's Automotive Service,4372 Notre Dame St,K0H 1V0,613-372-1493,,200069.52,Jim's Automotive Service is primarily engaged in general automotive repair.
"Lloyd, Walter Construction Services",293 Yonge St,K7M 1G2,,,200069.52,"Lloyd, Walter Construction Services is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Three Boutique,268 Princess St,K7L 1B5,,,200069.52,"Three Boutique is primarily engaged in the wholesale distribution of women's, children's, and infants' clothing and accessories, including hosiery, lingerie, millinery, and furs."
"Bean, W. D. Construction Ltd",370 Cooke Cres,K7P 3J5,,,200069.52,"Bean, W. D. Construction Ltd is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Tangerine Construction Group Inc,294 Victoria St,K7L 3Z1,613-328-3555,,200069.52,"Tangerine Construction Group Inc is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
BMC Homes,548 Monterey Crt,K7M 9A2,613-384-6698,,200069.52,"BMC Homes is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
"Layfield, Duane General Carpentry",3961 Howes Rd,K0H 2H0,613-384-3005,,200069.52,"Layfield, Duane General Carpentry is a special trade contractor primarily engaged in  carpentry work. They are involved in building and installing cabinets at the job site are classified in this industry."
JM Racing,130 Railway St,K7K 2L9,613-531-9516,,200069.52,JM Racing is primarily engaged in general automotive repair.
Jms Contracting,1264 Brackenwood Cres,K7P 2W1,613-561-1933,,200069.52,"Jms Contracting is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Veteran Force Construction,304 Honeywood Ave,K7K 7L4,613-888-5227,,200069.52,"Veteran Force Construction is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
John Construction,239 Regent St,K7L 4K5,613-542-4664,,200069.52,"John Construction is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Above All Custom Homes,1052 Gardiners Rd,K7P 1R7,613-893-3263,http://www.aboveallcustomhomes.com,200069.52,"Above All Custom Homes is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Bayridge Chiropratic Centre,817 Bayridge Dr Suite 101,K7P 1T5,613-389-2125,http://www.bayridgechiro.ca,200069.52,Establishments of licensed practitioners having the degree of D.C. and engaged in the practice of chiropractic medicine. Establishments operating as clinics of chiropractors are included in this industry.
Hawthorne Kitchens (Kingston),621 Justus Dr,K7M 4H5,613-384-2633,http://www.hawthornekitchenskingston.com,200069.52,"Hawthorne Kitchens (Kingston) is primarily engaged in the retail sale of electric and gas refrigerators, stoves, and other household appliances, such as electric irons, percolators, hot plates, and vacuum cleaners. Many such stores also sell radio and television sets. Retail stores operated by public utility companies and primarily engaged in the sale of electric and gas appliances for household use are classified in this industry."
"McAllister, Al Carpentry",259 Mud Lake Rd,K0H 2H0,613-386-3741,,200069.52,"McAllister, Al Carpentry is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
"Cooper, B. J. Excavating",876 Kingston Mills Rd Suite 6,K7L 5H6,613-549-3345,,200069.52,"Cooper, B. J. Excavating is a special trade contractor primarily engaged in  excavation work and digging foundations, including digging and loading. Contractors in this industry may also perform incidental concrete work."
TDC Engines,1343 Midland Ave Unit 450,K7P 2W5,613-507-3400,,200069.52,TDC Engines is primarily engaged in general automotive repair.
O'Dette Construction Ltd,Rr 1,K0H 1M0,,,200069.52,"O'Dette Construction Ltd is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
OntarioPVPower,1181 Gladstone Way,K7P 2J5,,,200069.52,"OntarioPVPower is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers."
Maidclean,1229 Westbrook Rd,K7P 2V3,,,200069.52,"Maidclean is primarily engaged in furnishing building cleaning and maintenance services, not elsewhere classified, such as window cleaning, janitorial service, floor waxing, and office cleaning."
Hammer This Home Renovations,5213 Colebrook Rd,K0H 1V0,613-634-8738,,200069.52,"Hammer This Home Renovations is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Big House Skate Shop,219 Princess St,K7L 1B3,613-549-9989,,200069.52,"Big House Skate Shop is primarily engaged in the operation of sports, amusement, and recreation services, not elsewhere classified, such as bathing beaches, swimming pools, riding academies and schools, carnival operation, exposition operation, horse shows, picnic grounds operation, rental of rowboats and canoes, and shooting galleries."
Accent the Details Inc,62 Brock St,K7L 1R9,613-507-4502,,200069.52,"Accent the Details Inc is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers."
1856197 Ontario Inc,670 Fortune Cres Suite 3,K7P 2T3,613-634-3368,http://www.dentmasters.ca,200069.52,1856197 Ontario Inc is primarily engaged in general automotive repair.
Hamilton Custom Homes Inc,Gd Lcd Main,K7L 4V5,613-583-4705,http://www.hamiltoncustomhomes.ca,200069.52,"Hamilton Custom Homes Inc is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Betterqualitylinen.Com,605 Justus Dr,K7M 4H5,,,200069.52,"Betterqualitylinen.Com is primarily engaged in supplying to commercial establishments or household users, on a rental basis, such laundered items as uniforms, gowns, and coats of the type used by doctors, nurses, barbers, beauticians, and waitresses; and table linens, bed linens, towels and toweling, and similar items. Establishments included in this industry may or may not operate their own laundry facilities."
MacNeil Renovations,1424 Sproule St,K7P 2V3,,,200069.52,"MacNeil Renovations is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Jade Garden Restaurant,1757 Bath Rd,K7M 4Y3,613-389-0086,http://www.thejadegarden.ca,200069.52,Jade Garden Restaurant is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Wally's Enterprises,8 Wallace Pl,K7M 6B9,,,200069.52,"Wally's Enterprises is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
"Harpell, Allan Construction",21 John St,K7K 1S8,,,200069.52,"Harpell, Allan Construction is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
